"location","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16"
3948589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948591,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3948592,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0
3948593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948596,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3948597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948598,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0
3948599,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
3948600,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
3948601,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3948602,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
3948603,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3948604,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3948605,0,0,0,1,0,0,0,0,2,0,3,1,0,1,0,0
3948606,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3948607,0,0,0,0,0,0,0,0,1,0,2,5,1,0,0,0
3948608,0,1,0,0,1,0,0,0,0,1,4,5,4,0,0,1
3948609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948610,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3948611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948613,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2
3948614,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3948615,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3948616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948621,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3948622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948623,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3948624,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948627,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948628,2,1,4,0,0,0,0,0,2,0,0,2,0,1,0,0
3948629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948630,1,0,0,0,0,0,0,0,0,1,2,0,3,1,0,0
3948631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948632,0,0,0,0,0,0,0,0,0,1,3,1,2,0,0,1
3948633,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0
3948634,1,1,0,0,0,0,0,0,3,0,3,2,0,1,1,0
3948635,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
3948636,0,0,0,0,1,0,0,1,1,2,1,1,2,2,2,0
3948637,1,5,2,5,1,2,0,1,4,3,12,18,7,2,3,4
3948638,0,2,0,1,2,3,0,0,0,2,6,5,2,0,1,0
3948639,2,0,0,1,0,0,0,0,0,3,1,2,0,0,0,0
3948640,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0
3948641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948642,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3948643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948644,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3948645,0,0,0,1,0,1,0,0,0,0,2,3,1,0,0,1
3948646,0,0,0,0,0,0,0,1,0,2,0,1,1,1,0,1
3948647,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,1
3948648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948650,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0
3948651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948652,0,0,0,1,0,1,0,0,0,3,2,2,1,1,0,2
3948653,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3948654,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2
3948655,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,2
3948656,0,0,0,1,0,0,0,0,0,0,3,1,0,0,1,0
3948657,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0
3948658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948659,1,0,0,0,0,0,0,0,0,0,2,2,2,0,2,1
3948660,1,1,1,1,0,0,0,0,0,0,3,2,2,0,0,0
3948661,4,4,1,2,0,1,0,1,1,6,15,11,6,2,3,1
3948662,0,0,1,1,1,0,0,0,1,6,6,4,0,0,0,0
3948663,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3948664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948665,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
3948666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948668,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3948669,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3948670,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3948671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948677,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
3948678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3948679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3948680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948681,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
3948682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948683,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3948684,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3948685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3948688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3948690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948694,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
3948695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948696,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
3948697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948699,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948700,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1
3948701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3948702,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
3948703,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3948704,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
3948705,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3948706,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
3948707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3948708,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3948709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948711,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3948712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948714,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1
3948715,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948716,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3948717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948718,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3948719,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3948720,1,0,0,2,0,0,0,0,0,1,1,0,0,0,0,2
3948721,1,1,0,0,0,0,0,0,1,3,2,2,3,0,1,2
3948722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3948723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948724,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
3948725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948726,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3948727,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3948728,0,1,0,0,0,0,0,0,1,0,1,0,0,2,2,0
3948729,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3948730,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
3948731,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
3948732,0,2,0,0,1,0,0,0,3,3,4,4,3,1,2,0
3948733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948735,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,2
3948736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948738,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0
3948739,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3948740,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,3
3948741,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1
3948742,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3948743,0,2,1,0,0,0,0,0,0,0,0,1,0,0,2,1
3948744,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3948745,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0
3948746,0,0,1,0,1,1,0,0,1,0,0,0,2,0,0,0
3948747,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
3948748,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
3948749,0,1,0,0,0,0,0,0,1,1,2,2,3,1,0,1
3948750,0,1,0,0,0,0,0,0,1,1,0,0,2,0,0,0
3948751,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,0
3948752,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3
3948753,0,0,0,0,1,0,0,0,1,0,0,3,1,0,1,1
3948754,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0
3948755,0,1,0,2,0,0,0,0,2,0,0,10,0,0,0,0
3948756,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
3948757,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3948758,0,0,1,0,0,0,0,0,1,0,1,3,0,1,0,0
3948759,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3948760,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
3948761,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3948762,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
3948763,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
3948764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948765,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
3948766,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0
3948767,2,0,2,4,0,1,0,0,1,0,5,4,0,0,2,1
3948768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948769,0,0,0,0,0,0,0,0,0,1,1,4,1,0,1,3
3948770,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3948771,1,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0
3948772,0,0,0,0,0,0,0,0,2,1,2,2,0,0,0,2
3948773,1,0,1,0,0,0,0,0,1,1,2,3,2,3,1,0
3948774,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3948775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948776,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3948777,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3948778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948779,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0
3948780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948782,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3948783,0,2,1,0,0,1,0,0,1,0,1,3,5,0,0,1
3948784,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3948785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948786,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
3948787,0,0,0,0,0,0,0,0,1,0,0,2,1,0,1,0
3948788,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3948789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948790,0,0,0,0,0,0,0,0,3,2,3,1,1,0,0,1
3948791,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3948792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948794,0,0,0,1,0,0,0,0,0,0,3,1,2,0,0,2
3948795,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
3948796,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0
3948797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948798,0,1,0,1,0,1,0,0,0,1,1,2,0,0,0,0
3948799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948800,0,1,0,1,0,0,0,0,0,1,1,2,1,1,0,1
3948801,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0
3948802,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
3948803,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3948804,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
3948805,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3948806,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3948807,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
3948808,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3948809,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
3948810,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
3948811,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0
3948812,0,1,1,1,0,0,0,0,1,3,2,1,1,1,0,4
3948813,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0
3948814,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3948815,0,0,0,0,0,0,0,0,2,1,1,0,1,1,0,0
3948816,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
3948817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948818,0,1,0,1,1,0,0,2,1,2,5,0,2,1,1,2
3948819,0,0,1,1,0,0,0,0,0,0,1,2,0,0,0,1
3948820,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
3948821,0,0,2,0,0,1,0,0,1,0,1,0,1,0,0,1
3948822,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
3948823,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3948824,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3948825,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3948826,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1
3948827,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3948828,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3948829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948831,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
3948832,1,0,0,2,0,0,0,0,1,0,3,2,3,0,1,0
3948833,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1
3948834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
3948835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948836,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0
3948837,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
3948838,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3948839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948840,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948841,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,0
3948842,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3948843,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
3948844,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
3948845,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3948846,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3948847,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0
3948848,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
3948849,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3948850,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
3948851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3948853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948854,0,1,1,2,0,0,0,0,2,6,3,4,4,3,0,1
3948855,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,2
3948856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948857,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
3948858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948859,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0
3948860,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0
3948861,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3948862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3948864,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3948865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
3948867,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948868,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
3948869,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3948870,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3948871,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0
3948872,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
3948873,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
3948874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3948875,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0
3948876,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3948877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948880,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3948881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948886,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0
3948887,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0
3948888,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0
3948889,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3948890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948891,0,0,0,0,0,0,0,0,1,0,1,1,1,2,0,0
3948892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948893,0,0,0,0,0,0,2,0,0,1,0,3,0,0,0,0
3948894,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3948895,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
3948896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948898,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3948899,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0
3948900,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3948901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948902,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
3948903,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948904,2,1,1,1,0,2,1,0,1,1,1,1,1,5,1,4
3948905,0,0,1,0,0,1,0,0,0,2,0,1,2,2,1,0
3948906,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3948907,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3948908,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
3948909,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3948910,0,0,0,0,0,0,0,1,1,2,0,2,0,0,1,0
3948911,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
3948912,0,0,2,1,0,0,0,0,2,1,0,0,1,1,1,0
3948913,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
3948914,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0
3948915,1,0,0,0,0,0,0,1,0,0,4,1,1,0,2,2
3948916,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3948917,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3948918,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
3948919,3,1,1,2,0,0,0,1,2,1,5,4,4,1,1,0
3948920,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948921,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
3948922,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3948923,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
3948924,2,1,0,2,0,2,0,1,1,8,3,9,0,1,1,1
3948925,1,1,0,1,0,0,0,0,1,0,4,1,2,0,0,0
3948926,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
3948927,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3948928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948929,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0
3948930,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3948931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948934,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3948935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948937,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
3948938,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3948939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948941,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3948942,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
3948943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948944,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3948945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948947,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
3948948,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0
3948949,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
3948950,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
3948951,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3948952,0,0,0,0,0,0,0,0,0,1,4,1,3,1,0,0
3948953,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3948954,1,1,1,0,1,0,0,0,1,4,2,1,0,0,2,1
3948955,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3948956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948957,0,0,0,1,0,0,0,0,1,1,2,1,0,0,0,1
3948958,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3948959,2,0,0,0,0,0,0,0,1,3,2,2,1,2,1,0
3948960,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
3948961,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948962,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
3948963,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3948964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3948965,2,0,0,0,0,0,0,0,0,1,1,2,0,0,1,0
3948966,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3948967,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3948968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948969,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3948970,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0
3948971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948972,1,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0
3948973,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
3948974,0,0,1,0,0,0,0,0,1,2,0,0,0,0,1,1
3948975,0,0,0,1,0,0,0,0,1,0,2,1,0,0,0,0
